access_restricted,aka,campaigns,contributor,date,dates,description,digitized,extract_timestamp,group,hassegments,id,image_url,index,item,language,mime_type,number,number_former_id,number_lccn,number_source_modified,online_format,original_format,other_title,partof,related,reproductions,resources,shelf_id,site,subject,timestamp,title,unrestricted,url,location,type,number_carrier_type,count,items,subject_topic
False,"['https://www.loc.gov/pictures/item/2007686953/', 'http://www.loc.gov/item/2007686953/', 'http://www.loc.gov/pictures/item/2007686953/', 'https://www.loc.gov/pictures/collection/bbc/item/2007686953/', 'http://www.loc.gov/pictures/collection/bbc/item/2007686953/', 'http://www.loc.gov/resource/bbc.0382f/', 'http://lccn.loc.gov/2007686953', 'https://hdl.loc.gov/loc.pnp/bbc.0382f']",[],['goodwin & co.'],1888-01-01,['1888'],['1 photographic print : albumen.'],True,2022-03-12T13:11:08.400Z,"['bbc', 'catalog-split-14', 'catalog', 'baseball-cards', 'main-catalog-split-14', 'main-catalog']",False,http://www.loc.gov/item/2007686953/,"['https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382f_150px.jpg#h=150&w=84', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382ft.gif#h=150&w=84', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382fr.jpg#h=640&w=357', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382fv.jpg#h=1024&w=572']",1,"{'access_advisory': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'call_number': 'LOT 13163-05, no. 310 [P&P]', 'contributor_names': ['Goodwin & Co., sponsor '], 'contributors': ['Goodwin & Co., sponsor.'], 'control_number': '2007686953', 'created': '2022-03-08T07:38:00Z', 'created_published': '[1888]', 'created_published_date': '[1888]', 'creators': [{'link': 'https://www.loc.gov/pictures/related/?fi=name&q=Goodwin%20%26%20Co.&co=bbc', 'role': 'sponsor', 'title': 'Goodwin & Co.'}], 'date': '[1888]', 'digital_id': ['bbc 0382f //hdl.loc.gov/loc.pnp/bbc.0382f'], 'display_offsite': True, 'format': ['still image'], 'formats': [{'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Albumen%20prints--1880-1890.&co=bbc', 'title': 'Albumen prints--1880-1890.'}, {'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Baseball%20cards--1880-1890.&co=bbc', 'title': 'Baseball cards--1880-1890.'}, {'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Cigarette%20cards--1880-1890.&co=bbc', 'title': 'Cigarette cards--1880-1890.'}, {'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Portrait%20photographs--1880-1890.&co=bbc', 'title': 'Portrait photographs--1880-1890.'}], 'genre': ['Baseball cards--1880-1890', 'Cigarette cards--1880-1890', 'Albumen prints--1880-1890', 'Portrait photographs--1880-1890'], 'id': '2007686953', 'language': ['eng'], 'link': 'https://www.loc.gov/pictures/item/2007686953/', 'marc': 'https://www.loc.gov/pictures/item/2007686953/marc/', 'medium': ['1 photographic print : albumen.'], 'medium_brief': '1 photographic print :', 'mediums': ['1 photographic print : albumen.'], 'modified': '2022-03-08T07:38:02Z', 'notes': ['Baseball card title devised by Library staff.', 'Second alternate title from baseball card.', 'Copyrighted by Goodwin & Co., 1888.', 'Issued by: Goodwin & Company.', 'Forms part of: Baseball cards from the Benjamin K. Edwards Collection.'], 'other_control_numbers': ['15105549'], 'other_title': ['Card set: Old Judge (N172)\nLibrary devised title: William Hoy, centerfielder for the Washington Statesmen baseball team, throwing baseball\nHoy, C. F., Washington'], 'part_of': 'Baseball cards from the Benjamin K. Edwards Collection', 'raw_collections': ['bbc', 'diof', 'pp'], 'repository': 'Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA http://hdl.loc.gov/loc.pnp/pp.print', 'reproduction_number': 'LC-DIG-bbc-0382f (digital file from original, front)', 'resource_links': ['//hdl.loc.gov/loc.pnp/bbc.0382f'], 'restriction': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'rights_advisory': 'No known restrictions on publication.', 'rights_information': 'No known restrictions on publication.', 'service_low': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382f_150px.jpg', 'service_medium': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382fr.jpg', 'sort_date': '1888', 'source_collection': ['Baseball cards from the Benjamin K. Edwards Collection'], 'source_created': '2007-12-07T00:00:00Z', 'source_modified': '2022-03-01T13:01:34Z', 'subject_headings': ['Hoy, William,--1862-1961.', 'Deaf persons--1880-1890.', 'Baseball players--1880-1890.', 'Hoy, Dummy (Team member)', 'Washington Statesmen', 'Washington', 'National League', 'center fielder'], 'subjects': ['Hoy, William,--1862-1961', 'Deaf persons--1880-1890', 'Baseball players--1880-1890', 'Hoy, Dummy (Team member)', 'Washington Statesmen', 'Washington', 'National League', 'center fielder'], 'thumb_gallery': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382f_150px.jpg', 'title': '[Dummy Hoy, Washington Statesmen, baseball card portrait]'}",['english'],"['image/gif', 'image/jpg', 'image/tif']","['2007686953', '2022-03-01t13:01:34', 'http://www.loc.gov/item/15105549']",['http://www.loc.gov/item/15105549'],['2007686953'],['2022-03-01t13:01:34'],['image'],"['photo, print, drawing']","['Old Judge (N172)', 'William Hoy, centerfielder for the Washington Statesmen baseball team, throwing baseball', 'Hoy, C. F., Washington']","['prints and photographs division', 'american memory', 'prints & photographs online catalog (library of congress)', 'catalog', 'lot 13163', 'baseball cards, 1887-1914', 'baseball cards']","{'group_record': 'https://www.loc.gov/pictures/search/?q=LOT 13163&fi=number&op=PHRASE&va=exact&co=coll&sg=true', 'neighbors': 'https://www.loc.gov/pictures/related/?&co=bbc&pk=2007686953&st=gallery&sb=call_number#focus'}","<p>If an image is displaying, you can download it yourself. (Some images 
display only as thumbnails outside the Library of Congress because of rights 
considerations, but you have access to larger size images on site.)
</p>

<p>  
Alternatively, you can purchase copies of various types through Library 
of Congress Duplication Services</a>.
</p>

<p> 
<ol>
<p>
<li><strong>If a digital image is displaying:</strong> The qualities of the digital image 
partially depend on whether it was made from the original or an 
intermediate such as a copy negative or transparency. If the Reproduction 
Number field above includes a reproduction number that starts with 
LC-DIG..., then there is a digital image that was made directly 
from the original and is of sufficient resolution for most publication
 purposes.
</li> 
</p>

<li><strong>If there is information listed in the Reproduction Number field above:</strong> 
You can use the reproduction number to purchase a copy from Duplication 
Services.  It will be made from the source listed in the parentheses after
 the number.  
<p> 
If only black-and-white (&quot;b&w&quot;) sources are listed and you 
 desire a copy showing color or tint (assuming the original has any), 
 you can generally purchase a quality copy of the original in color by 
 citing the Call Number listed above and including the catalog record 
 (&quot;About This Item&quot;) with your request.
 </p>
</li>

<li><strong>If there is no information listed in the Reproduction Number field 
above:</strong> You can generally purchase a quality copy through 
Duplication Services. Cite the Call Number listed above and include the catalog record (&quot;About This Item&quot;) with 
 your request.
</li>
</ol>
</p>

<p> 
Price lists, contact information, and order forms are available on the
 <a href=""//www.loc.gov/duplicationservices/"">Duplication Services Web site</a>.  
</p>



","[{'caption': 'digital file from original, front', 'files': 1, 'image': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0300/0380/0382f_150px.jpg', 'url': 'https://www.loc.gov/resource/bbc.0382f/'}]","LOT 13163-05, no. 310 [P&P]","['pictures', 'catalog']","['deaf persons', 'hoy, dummy (team member)', 'portrait photographs', 'national league', 'washington', 'center fielder', 'albumen prints', 'hoy, william', 'cigarette cards', 'baseball players', 'washington statesmen', 'baseball cards']",2022-04-23 08:29:30.258000+00:00,"[Dummy Hoy, Washington Statesmen, baseball card portrait]",1.0,https://www.loc.gov/item/2007686953/,,,,,,
False,"['https://www.loc.gov/pictures/item/2008675214/', 'http://www.loc.gov/item/2008675214/', 'http://www.loc.gov/pictures/item/2008675214/', 'https://www.loc.gov/pictures/collection/bbc/item/2008675214/', 'http://www.loc.gov/pictures/collection/bbc/item/2008675214/', 'https://hdl.loc.gov/loc.pnp/bbc.0536f', 'https://hdl.loc.gov/loc.pnp/bbc.0536f', 'http://www.loc.gov/resource/bbc.0536f/', 'http://lccn.loc.gov/2008675214']",[],['goodwin & co'],1888-01-01,['1888'],['1 photographic print : albumen.'],True,2024-01-20T13:27:43.897Z,"['bbc', 'catalog-split-03', 'catalog', 'baseball-cards', 'main-catalog-split-03']",False,http://www.loc.gov/item/2008675214/,"['https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536f_150px.jpg#h=150&w=82', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536ft.gif#h=150&w=82', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536fr.jpg#h=640&w=351', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536fv.jpg#h=1024&w=561']",2,"{'access_advisory': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'call_number': 'LOT 13163-05, no. 464 [P&P]', 'contributor_names': ['Goodwin & Co., sponsor '], 'contributors': ['Goodwin & Co., sponsor'], 'control_number': '2008675214', 'created': '2024-01-16T07:15:25Z', 'created_published': '1888.', 'created_published_date': '1888.', 'creators': [{'link': 'https://www.loc.gov/pictures/related/?fi=name&q=Goodwin%20%26%20Co.&co=bbc', 'role': 'sponsor', 'title': 'Goodwin & Co.'}], 'date': '1888.', 'digital_id': ['bbc 0536f https://hdl.loc.gov/loc.pnp/bbc.0536f'], 'display_offsite': True, 'format': ['still image'], 'formats': [{'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Albumen%20prints--1880-1890.&co=bbc', 'title': 'Albumen prints--1880-1890.'}, {'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Baseball%20cards--1880-1890.&co=bbc', 'title': 'Baseball cards--1880-1890.'}], 'genre': ['Baseball cards--1880-1890', 'Albumen prints--1880-1890'], 'id': '2008675214', 'language': ['eng'], 'link': 'https://www.loc.gov/pictures/item/2008675214/', 'location': ['Missouri--Saint Louis'], 'marc': 'https://www.loc.gov/pictures/item/2008675214/marc/', 'medium': ['1 photographic print : albumen.'], 'medium_brief': '1 photographic print :', 'mediums': ['1 photographic print : albumen.'], 'modified': '2024-01-16T07:15:26Z', 'notes': ['Baseball card title devised by Library staff.', 'Issued by: Goodwin & Company.', 'Forms part of: Baseball cards from the Benjamin K. Edwards Collection.'], 'other_control_numbers': ['15135362'], 'other_title': ['Card set: Old Judge (N172)'], 'part_of': 'Baseball cards from the Benjamin K. Edwards Collection', 'place': [{'latitude': '', 'link': 'https://www.loc.gov/pictures/related/?fi=place&q=Missouri--Saint%20Louis&co=bbc', 'longitude': '', 'title': 'Missouri--Saint Louis'}], 'raw_collections': ['bbc', 'diof', 'pp'], 'repository': 'Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA http://hdl.loc.gov/loc.pnp/pp.print', 'reproduction_number': 'LC-DIG-bbc-0536f (digital file from original, front)', 'resource_links': ['https://hdl.loc.gov/loc.pnp/bbc.0536f'], 'restriction': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'rights_advisory': 'No known restrictions on publication.', 'rights_information': 'No known restrictions on publication.', 'service_low': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536f_150px.jpg', 'service_medium': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536fr.jpg', 'sort_date': '1888', 'source_collection': ['Baseball cards from the Benjamin K. Edwards Collection'], 'source_created': '2008-01-11T00:00:00Z', 'source_modified': '2024-01-09T12:29:57Z', 'subject_headings': ['Alcott, Charles.', 'St. Louis Whites (Baseball team)', 'Minor league baseball--1880-1890.', 'Baseball players--Missouri--Saint Louis--1880-1890.', 'third baseman', 'Missouri--Saint Louis'], 'subjects': ['Alcott, Charles', 'St. Louis Whites (Baseball team)', 'Minor league baseball--1880-1890', 'Baseball players--Missouri--Saint Louis--1880-1890', 'Third baseman'], 'thumb_gallery': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536f_150px.jpg', 'title': '[Charles Alcott, St. Louis Whites, baseball card portrait]'}",['english'],"['image/gif', 'image/jpg', 'image/tif']","['http://www.loc.gov/item/15135362', '2024-01-09t12:29:57', '2008675214']",['http://www.loc.gov/item/15135362'],['2008675214'],['2024-01-09t12:29:57'],['image'],"['photo, print, drawing']",['Card set: Old Judge (N172)'],"['prints and photographs division', 'american memory', 'catalog', 'lot 13163', 'baseball cards, 1887-1914', 'baseball cards']","{'group_record': 'https://www.loc.gov/pictures/search/?q=LOT 13163&fi=number&op=PHRASE&va=exact&co=coll&sg=true', 'neighbors': 'https://www.loc.gov/pictures/related/?&co=bbc&pk=2008675214&st=gallery&sb=call_number#focus'}","<p>If an image is displaying, you can download it yourself. (Some images 
display only as thumbnails outside the Library of Congress because of rights 
considerations, but you have access to larger size images on site.)
</p>

<p>  
Alternatively, you can purchase copies of various types through Library 
of Congress Duplication Services</a>.
</p>

<p> 
<ol>
<p>
<li><strong>If a digital image is displaying:</strong> The qualities of the digital image 
partially depend on whether it was made from the original or an 
intermediate such as a copy negative or transparency. If the Reproduction 
Number field above includes a reproduction number that starts with 
LC-DIG..., then there is a digital image that was made directly 
from the original and is of sufficient resolution for most publication
 purposes.
</li> 
</p>

<li><strong>If there is information listed in the Reproduction Number field above:</strong> 
You can use the reproduction number to purchase a copy from Duplication 
Services.  It will be made from the source listed in the parentheses after
 the number.  
<p> 
If only black-and-white (&quot;b&w&quot;) sources are listed and you 
 desire a copy showing color or tint (assuming the original has any), 
 you can generally purchase a quality copy of the original in color by 
 citing the Call Number listed above and including the catalog record 
 (&quot;About This Item&quot;) with your request.
 </p>
</li>

<li><strong>If there is no information listed in the Reproduction Number field 
above:</strong> You can generally purchase a quality copy through 
Duplication Services. Cite the Call Number listed above and include the catalog record (&quot;About This Item&quot;) with 
 your request.
</li>
</ol>
</p>

<p> 
Price lists, contact information, and order forms are available on the
 <a href=""https://www.loc.gov/duplicationservices/"">Duplication Services Web site</a>.  
</p>



","[{'caption': 'digital file from original, front', 'files': 1, 'image': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0536f_150px.jpg', 'url': 'https://www.loc.gov/resource/bbc.0536f/'}]","LOT 13163-05, no. 464 [P&P]","['pictures', 'catalog']","['minor league baseball', 'saint louis', 'alcott, charles', 'missouri', 'st. louis whites (baseball team)', 'third baseman', 'albumen prints', 'baseball players', 'baseball cards']",2024-01-20 13:28:21.006000+00:00,"[Charles Alcott, St. Louis Whites, baseball card portrait]",1.0,https://www.loc.gov/item/2008675214/,"['saint louis', 'missouri']",['still image'],,,,
False,"['https://www.loc.gov/pictures/item/2008675215/', 'http://www.loc.gov/item/2008675215/', 'http://www.loc.gov/pictures/item/2008675215/', 'https://www.loc.gov/pictures/collection/bbc/item/2008675215/', 'http://www.loc.gov/pictures/collection/bbc/item/2008675215/', 'https://hdl.loc.gov/loc.pnp/bbc.0537f', 'https://hdl.loc.gov/loc.pnp/bbc.0537f', 'http://www.loc.gov/resource/bbc.0537f/', 'http://lccn.loc.gov/2008675215']",[],['goodwin & co'],1888-01-01,['1888'],['1 photographic print : albumen.'],True,2024-01-20T13:27:43.897Z,"['bbc', 'catalog-split-04', 'catalog', 'baseball-cards', 'main-catalog-split-04']",False,http://www.loc.gov/item/2008675215/,"['https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537f_150px.jpg#h=150&w=83', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537ft.gif#h=150&w=83', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537fr.jpg#h=640&w=356', 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537fv.jpg#h=1024&w=569']",3,"{'access_advisory': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'call_number': 'LOT 13163-05, no. 465 [P&P]', 'contributor_names': ['Goodwin & Co., sponsor '], 'contributors': ['Goodwin & Co., sponsor'], 'control_number': '2008675215', 'created': '2024-01-16T06:36:38Z', 'created_published': '1888.', 'created_published_date': '1888.', 'creators': [{'link': 'https://www.loc.gov/pictures/related/?fi=name&q=Goodwin%20%26%20Co.&co=bbc', 'role': 'sponsor', 'title': 'Goodwin & Co.'}], 'date': '1888.', 'digital_id': ['bbc 0537f https://hdl.loc.gov/loc.pnp/bbc.0537f'], 'display_offsite': True, 'format': ['still image'], 'formats': [{'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Albumen%20prints--1880-1890.&co=bbc', 'title': 'Albumen prints--1880-1890.'}, {'link': 'https://www.loc.gov/pictures/related/?fi=format&q=Baseball%20cards--1880-1890.&co=bbc', 'title': 'Baseball cards--1880-1890.'}], 'genre': ['Baseball cards--1880-1890', 'Albumen prints--1880-1890'], 'id': '2008675215', 'language': ['eng'], 'link': 'https://www.loc.gov/pictures/item/2008675215/', 'location': ['Missouri--Saint Louis'], 'marc': 'https://www.loc.gov/pictures/item/2008675215/marc/', 'medium': ['1 photographic print : albumen.'], 'medium_brief': '1 photographic print :', 'mediums': ['1 photographic print : albumen.'], 'modified': '2024-01-16T06:36:39Z', 'notes': ['Baseball card title devised by Library staff.', 'Issued by: Goodwin & Company.', 'Forms part of: Baseball cards from the Benjamin K. Edwards Collection.'], 'other_control_numbers': ['15135363'], 'other_title': ['Card set: Old Judge (N172)'], 'part_of': 'Baseball cards from the Benjamin K. Edwards Collection', 'place': [{'latitude': '', 'link': 'https://www.loc.gov/pictures/related/?fi=place&q=Missouri--Saint%20Louis&co=bbc', 'longitude': '', 'title': 'Missouri--Saint Louis'}], 'raw_collections': ['bbc', 'diof', 'pp'], 'repository': 'Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA http://hdl.loc.gov/loc.pnp/pp.print', 'reproduction_number': 'LC-DIG-bbc-0537f (digital file from original, front)', 'resource_links': ['https://hdl.loc.gov/loc.pnp/bbc.0537f'], 'restriction': 'Restricted access: Materials in this collection are extremely fragile and cannot be served.', 'rights_advisory': 'No known restrictions on publication.', 'rights_information': 'No known restrictions on publication.', 'service_low': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537f_150px.jpg', 'service_medium': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537fr.jpg', 'sort_date': '1888', 'source_collection': ['Baseball cards from the Benjamin K. Edwards Collection'], 'source_created': '2008-01-11T00:00:00Z', 'source_modified': '2024-01-09T12:26:01Z', 'subject_headings': ['Alcott, Charles.', 'St. Louis Whites (Baseball team)', 'Minor league baseball--1880-1890.', 'Baseball players--Missouri--Saint Louis--1880-1890.', 'third baseman', 'Missouri--Saint Louis'], 'subjects': ['Alcott, Charles', 'St. Louis Whites (Baseball team)', 'Minor league baseball--1880-1890', 'Baseball players--Missouri--Saint Louis--1880-1890', 'Third baseman'], 'thumb_gallery': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537f_150px.jpg', 'title': '[Charles Alcott, St. Louis Whites, baseball card portrait]'}",['english'],"['image/gif', 'image/jpg', 'image/tif']","['2024-01-09t12:26:01', 'http://www.loc.gov/item/15135363', '2008675215']",['http://www.loc.gov/item/15135363'],['2008675215'],['2024-01-09t12:26:01'],['image'],"['photo, print, drawing']",['Card set: Old Judge (N172)'],"['prints and photographs division', 'american memory', 'catalog', 'lot 13163', 'baseball cards, 1887-1914', 'baseball cards']","{'group_record': 'https://www.loc.gov/pictures/search/?q=LOT 13163&fi=number&op=PHRASE&va=exact&co=coll&sg=true', 'neighbors': 'https://www.loc.gov/pictures/related/?&co=bbc&pk=2008675215&st=gallery&sb=call_number#focus'}","<p>If an image is displaying, you can download it yourself. (Some images 
display only as thumbnails outside the Library of Congress because of rights 
considerations, but you have access to larger size images on site.)
</p>

<p>  
Alternatively, you can purchase copies of various types through Library 
of Congress Duplication Services</a>.
</p>

<p> 
<ol>
<p>
<li><strong>If a digital image is displaying:</strong> The qualities of the digital image 
partially depend on whether it was made from the original or an 
intermediate such as a copy negative or transparency. If the Reproduction 
Number field above includes a reproduction number that starts with 
LC-DIG..., then there is a digital image that was made directly 
from the original and is of sufficient resolution for most publication
 purposes.
</li> 
</p>

<li><strong>If there is information listed in the Reproduction Number field above:</strong> 
You can use the reproduction number to purchase a copy from Duplication 
Services.  It will be made from the source listed in the parentheses after
 the number.  
<p> 
If only black-and-white (&quot;b&w&quot;) sources are listed and you 
 desire a copy showing color or tint (assuming the original has any), 
 you can generally purchase a quality copy of the original in color by 
 citing the Call Number listed above and including the catalog record 
 (&quot;About This Item&quot;) with your request.
 </p>
</li>

<li><strong>If there is no information listed in the Reproduction Number field 
above:</strong> You can generally purchase a quality copy through 
Duplication Services. Cite the Call Number listed above and include the catalog record (&quot;About This Item&quot;) with 
 your request.
</li>
</ol>
</p>

<p> 
Price lists, contact information, and order forms are available on the
 <a href=""https://www.loc.gov/duplicationservices/"">Duplication Services Web site</a>.  
</p>



","[{'caption': 'digital file from original, front', 'files': 1, 'image': 'https://tile.loc.gov/storage-services/service/pnp/bbc/0500/0530/0537f_150px.jpg', 'url': 'https://www.loc.gov/resource/bbc.0537f/'}]","LOT 13163-05, no. 465 [P&P]","['pictures', 'catalog']","['minor league baseball', 'saint louis', 'alcott, charles', 'missouri', 'st. louis whites (baseball team)', 'third baseman', 'albumen prints', 'baseball players', 'baseball cards']",2024-01-20 13:28:21.006000+00:00,"[Charles Alcott, St. Louis Whites, baseball card portrait]",1.0,https://www.loc.gov/item/2008675215/,"['saint louis', 'missouri']",['still image'],,,,
